Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label,category
16.0,6,120.5,166.70524642289348,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.8,0.8,1361,60,357,136.1,119.84197928939592,136.1,0.006538701057434,10,14362.1,BENIGN,Benign
0.0,1,64.0,13154.473890544145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.601976394653321e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
28.0,6,78.8,211.2861122445381,0.2,0.1,0.0,0.1,0.7,0.0,0.0,7,1,2,0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,5555,66,2962,555.5,957.718266390371,555.5,0.0047435045242309,10,917224.2777777778,BENIGN,Benign
20.2,6,64.0,25277.55077442295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6014,60,74,60.14,1.3999999999999997,60.14,3.957033157348633e-05,100,1.9599999999999995,DDOS-SYN_FLOOD,DDoS
32.8,6,80.8,134.77624074163333,0.0,0.1,0.0,0.0,0.9,0.0,0.0,9,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12252,66,2962,1225.2,914.6740524483148,1225.2,0.0083183050155639,10,836628.6222222225,BENIGN,Benign
0.0,1,64.0,37620.45026459772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6590824127197263e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
16.4,6,42.7,86.21952523084767,0.0,0.1,0.0,0.2,0.4,0.0,0.0,4,1,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.3,0.1,0.0,0.7,0.7,1004,60,230,100.4,57.61018428484093,100.4,0.0125066995620727,10,3318.933333333333,RECON-HOSTDISCOVERY,Recon
20.56,6,64.0,7887.736718382698,0.0,0.14,0.86,0.0,0.14,0.0,0.0,14,14,0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001267910003662,100,0.0,DOS-SYN_FLOOD,DoS
28.0,6,90.6,70.87774559538737,0.0,0.1,0.0,0.3,0.7,0.0,0.0,7,1,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2026,66,987,202.6,282.9939928691068,202.6,0.0150030851364135,10,80085.60000000003,BENIGN,Benign
8.0,17,64.0,5098.89981643346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.0001961708068847,100,0.0,MIRAI-UDPPLAIN,Mirai
0.4,47,64.83,1102.5977781399677,0.0,0.0,0.0,0.02,0.02,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.99,0.99,57813,60,592,578.13,79.94589774126344,578.13,0.0009080505371093,100,6391.3465656565495,MIRAI-GREETH_FLOOD,Mirai
0.0,1,64.0,19309.01390295553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.180120468139649e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
8.0,17,64.0,9027.774429616877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.0001125884056091,100,0.0,MIRAI-UDPPLAIN,Mirai
26.0,6,65.3,222.15357888157965,0.1,0.0,0.0,0.6,0.7,0.0,0.0,7,0,1,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,2373,60,791,237.3,295.86522832758385,237.3,0.0051919937133789,10,87536.23333333334,RECON-OSSCAN,Recon
20.0,6,64.0,132479.5957043588,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.548332214355469e-06,100,0.0,DDOS-PSHACK_FLOOD,DDoS
32.0,6,59.8,5428.816981620502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9264,66,1500,926.4,740.5144157948581,926.4,0.0001842975616455,10,548361.6,MITM-ARPSPOOFING,Spoofing
31.2,6,65.6,86.94281550761679,0.0,0.2,0.0,0.3,1.0,0.0,0.0,10,2,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1538,60,583,153.8,171.47646420945873,153.8,0.0115168094635009,10,29404.17777777777,RECON-PORTSCAN,Recon
7.92,17,65.91,21886.37027760384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,6010,60,70,60.1,1.000000000000002,60.1,4.590988159179688e-05,100,1.0000000000000042,DOS-UDP_FLOOD,DoS
20.0,6,64.0,23501.4512242954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.256010055541992e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,DDoS
28.4,6,127.9,621.0379495683848,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,9336,60,4410,933.6,1399.7310217800182,933.6,0.0016103029251098,10,1959246.9333333336,BENIGN,Benign
18.4,17,95.9,48.61213940496749,0.1,0.1,0.0,0.0,0.3,0.0,0.0,3,1,1,0,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,888,60,214,88.8,45.44055946447452,88.8,0.0205782890319824,10,2064.844444444445,RECON-HOSTDISCOVERY,Recon
8.0,17,64.0,16826.348938901592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200,182,182,182.0,0.0,182.0,5.943059921264649e-05,100,0.0,DOS-UDP_FLOOD,DoS
20.0,6,64.0,48265.868814729576,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.0718574523925783e-05,100,0.0,DDOS-RSTFINFLOOD,DDoS
29.6,6,180.7,113.27598825731285,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,864,66,156,86.4,34.05290002334603,86.4,0.0088669776916503,10,1159.5999999999997,BENIGN,Benign
20.12,6,65.83,22935.987313392023,0.99,0.0,0.99,0.01,0.01,0.0,0.0,1,0,99,99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6594,60,654,65.94,59.400000000000105,65.94,4.3599605560302735e-05,100,3528.360000000013,DDOS-RSTFINFLOOD,DDoS
8.0,17,64.0,36142.214562688496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.7668476104736327e-05,100,0.0,DDOS-UDP_FLOOD,DDoS
0.0,47,64.0,1967.346479296047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,0.0005083107948303,100,0.0,MIRAI-GREIP_FLOOD,Mirai
0.0,1,64.0,28104.42240686143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.559112548828125e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
8.24,17,63.86,24679.63518681965,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6202,60,262,62.02,20.19999999999997,62.02,4.0531158447265625e-05,100,408.0399999999991,DDOS-UDP_FLOOD,DDoS
0.0,1,64.0,8137.327331988205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001229000091552,100,0.0,DDOS-ICMP_FLOOD,DDoS
8.0,17,64.0,4364.1569900528575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.000229148864746,100,0.0,MIRAI-UDPPLAIN,Mirai
0.0,1,64.0,47393.26553672317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1109580993652345e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
0.0,1,64.0,18235.311508195296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.485057830810547e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
29.6,6,199.5,148.7848345536069,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,808,66,214,80.8,46.80170937049201,80.8,0.0067211151123046,10,2190.4,BENIGN,Benign
9.2,17,58.6,1607.9371286179796,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,5043,86,757,504.3,326.75612720600463,504.3,0.000622010231018,10,106769.56666666668,MITM-ARPSPOOFING,Spoofing
7.76,17,70.37,18385.58716521282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.01,0.0,0.03,0.0,1.0,1.0,6318,60,348,63.18,28.82072066055842,63.18,5.439043045043945e-05,100,830.6339393939389,DOS-UDP_FLOOD,DoS
24.8,6,113.1,45.9451371133998,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1059,66,230,105.9,56.92968372377357,105.9,0.0218786001205444,10,3240.988888888889,BENIGN,Benign
24.0,6,78.8,165.07418747982967,0.1,0.2,0.0,0.1,0.4,0.0,0.0,4,2,1,0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1665,66,441,166.5,136.4992877474295,166.5,0.0064138889312744,10,18632.055555555555,RECON-PORTSCAN,Recon
32.0,6,64.0,355449.4915254237,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1251,66,657,125.1,186.89060971595123,125.1,5.0067901611328125e-06,10,34928.1,MITM-ARPSPOOFING,Spoofing
20.0,6,64.0,7867.762145938848,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001271104812622,100,0.0,DDOS-RSTFINFLOOD,DDoS
19.8,6,63.36,31755.784373107206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,3.149032592773438e-05,100,0.0,DDOS-TCP_FLOOD,DDoS
20.0,6,64.0,26116.46326276463,0.0,0.0,0.36,0.62,0.63,0.0,0.0,63,0,0,36,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6006,60,66,60.06,0.599999999999999,60.06,3.8290023803710936e-05,100,0.3599999999999987,DDOS-PSHACK_FLOOD,DDoS
8.0,17,64.0,6253.528350553891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200,182,182,182.0,0.0,182.0,0.0001599097251892,100,0.0,DOS-UDP_FLOOD,DoS
32.0,6,247.0,8331.950735001987,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14946,1494,1500,1494.6,1.8973665961010275,1494.6,0.0001266002655029,10,3.6,MITM-ARPSPOOFING,Spoofing
0.0,47,64.0,4064.208680148448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,0.0002467799186706,100,0.0,MIRAI-GREIP_FLOOD,Mirai
8.0,17,64.0,24119.056929269696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.146099090576172e-05,100,0.0,DOS-UDP_FLOOD,DoS
7.92,17,65.27,10125.54378002559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,16017,60,162,160.17,12.960744928086102,160.17,9.876012802124024e-05,100,167.98090909090962,DOS-UDP_FLOOD,DoS
28.8,6,64.6,75.77648100305325,0.2,0.2,0.0,0.2,0.7,0.0,0.0,7,2,2,0,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1121,66,441,112.1,116.44402565658363,112.1,0.018372106552124,10,13559.211111111112,BENIGN,Benign
8.0,17,64.0,36402.56899843777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.748012542724609e-05,100,0.0,DDOS-UDP_FLOOD,DDoS
8.0,17,63.6,95979.49656750572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,742,67,75,74.2,2.529822128134703,74.2,1.0418891906738282e-05,10,6.399999999999998,DNS_SPOOFING,Spoofing
8.0,17,64.0,19569.37432930528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.110025405883789e-05,100,0.0,DOS-UDP_FLOOD,DoS
17.6,6,75.4,68.36536471109822,0.0,0.0,0.0,0.1,0.5,0.0,0.0,5,0,0,0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.2,0.1,0.0,0.8,0.8,1470,60,364,147.0,120.72098225062432,147.0,0.0147341966629028,10,14573.555555555557,BENIGN,Benign
8.84,17,64.0,10391.714979436105,0.0,0.0,0.0,0.0,0.03,0.0,0.0,3,0,0,0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.97,0.0,0.0,0.0,0.0,1.0,1.0,8846,60,1474,88.46,198.939583742899,88.46,9.629964828491212e-05,100,39576.95797979792,DOS-UDP_FLOOD,DoS
8.0,17,68.7,70.91045878818515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,720,50,230,72.0,55.65768390597814,72.0,0.0146507978439331,10,3097.777777777778,DNS_SPOOFING,Spoofing
0.0,1,64.0,37022.72045193751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.701997756958008e-05,100,0.0,DDOS-ICMP_FLOOD,DDoS
20.0,6,64.0,41136.75951353472,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.431869506835937e-05,100,0.0,DDOS-PSHACK_FLOOD,DDoS
20.0,6,64.0,51231.26908513497,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.9528865814208984e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,DDoS
20.0,6,64.0,41185.23173605656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.4290084838867183e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,DDoS
22.4,6,55.6,245.3512409988828,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5591,54,1500,559.1,631.3467879594119,559.1,0.0040920972824096,10,398598.7666666666,DNS_SPOOFING,Spoofing
20.0,6,64.0,34566.54029998352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.8941631317138672e-05,100,0.0,DDOS-TCP_FLOOD,DDoS
8.24,17,63.9,12279.126412553427,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,18084,66,182,180.84,11.6,180.84,8.14509391784668e-05,100,134.56,DOS-UDP_FLOOD,DoS
20.0,6,64.0,193821.8114602588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.168914794921875e-06,100,0.0,DDOS-SYN_FLOOD,DDoS
8.0,17,64.0,27863.575367036472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.5889148712158203e-05,100,0.0,DOS-UDP_FLOOD,DoS
29.6,6,109.3,169.31905892231427,0.2,0.0,0.0,0.1,0.9,0.0,0.0,9,0,2,0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,779,66,156,77.9,28.915393824051577,77.9,0.0059387922286987,10,836.1000000000001,BENIGN,Benign
7.92,17,64.0,7484.482512491078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,56228,554,1382,562.28,82.79999999999998,562.28,0.0001336288452148,100,6855.839999999998,MIRAI-UDPPLAIN,Mirai
29.6,6,167.1,921.0760480488394,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6616,66,1514,661.6,735.3244484201816,661.6,0.0011084794998168,10,540702.0444444444,BENIGN,Benign
26.4,6,148.0,149.57061296683938,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,6369,66,2962,636.9,944.0553714928188,636.9,0.0066945075988769,10,891240.5444444441,BENIGN,Benign
8.0,17,64.0,30257.56745058433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.3049583435058595e-05,100,0.0,DOS-UDP_FLOOD,DoS
8.0,17,64.0,14605.139633679226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.846904754638672e-05,100,0.0,DOS-UDP_FLOOD,DoS
8.0,17,64.0,13943.366244473256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.171869277954102e-05,100,0.0,DOS-UDP_FLOOD,DoS
24.8,6,112.7,181.8179611334839,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,7810,60,2962,781.0,1150.6729432042027,781.0,0.0055092096328735,10,1324048.2222222222,BENIGN,Benign
20.0,6,63.8,3996.478323010957,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0,99,0,1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000250220298767,100,0.0,DOS-SYN_FLOOD,DoS
24.0,6,47.5,212908.83248730964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,4.792213439941407e-06,10,0.0,RECON-PORTSCAN,Recon
27.2,6,219.8,25.81910943455693,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2420,66,1514,242.0,451.63210199846907,242.0,0.0390635967254638,10,203971.5555555556,BENIGN,Benign
32.0,6,64.0,293307.97202797205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,3.504753112792969e-06,10,0.0,MITM-ARPSPOOFING,Spoofing
30.8,6,83.1,304.9604467194044,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14325,156,2962,1432.5,755.0024650438052,1432.5,0.0032957077026367,10,570028.7222222222,BENIGN,Benign
21.6,6,131.8,915.746910615257,0.0,0.4,0.5,0.1,0.6,0.0,0.0,6,4,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,663,60,123,66.3,19.92234925906079,66.3,0.0011158943176269,10,396.9,RECON-HOSTDISCOVERY,Recon
0.4,47,65.86,6129.69339140093,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,1.0,1.0,58188,74,592,581.88,71.21730580739946,581.88,0.0001631498336791,100,5071.904646464653,MIRAI-GREETH_FLOOD,Mirai
20.0,6,64.0,88975.47730165464,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.1239051818847656e-05,100,0.0,DDOS-RSTFINFLOOD,DDoS
20.0,6,64.0,53939.09465020576,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.85394287109375e-05,100,0.0,DDOS-PSHACK_FLOOD,DDoS
