pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
841951,1526949242.991909,e,tcp,192.168.100.147,47422,192.168.100.3,21453,2,120,RST,1526949242.992429,22357,0.00052,0.00052,0.0,,,0.00052,0.00052,0.00052,,,,,1,1,60,60,1923.076904,0.0,0.0,1,Reconnaissance,Service_Scan
34976718,1528095724.602049,e,tcp,192.168.100.149,28578,192.168.100.3,80,4,428,RST,1528095734.904548,120246,10.302499,0.084903,0.084903,,,0.169806,0.0,0.169806,,,,,3,1,368,60,0.291191,0.194128,0.0,1,DDoS/DoS,TCP
1592752,1526894705.271169,e,udp,192.168.100.7,42255,192.168.159.152,53,2,176,INT,1526894710.31642,38012,5.045251,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198206,0.198206,0.0,0,Normal,Normal
9682861,1528082933.260381,e s,tcp,192.168.100.149,41583.0,192.168.100.7,80.0,3,462,REQ,1528082975.223362,166714,41.962982,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.047661,0.047661,0.0,1,DDoS/DoS,TCP
136741,1526355479.714719,e,tcp,192.168.100.147,37096,192.168.100.7,8180,11,1064,FIN,1526355479.951517,12254,0.236798,0.236798,0.0,,,0.236798,0.236798,0.236798,,,,,6,5,565,499,42.230087,21.115044,16.892035,1,Reconnaissance,Service_Scan
765237,1526898998.594497,e,tcp,192.168.100.147,33644,192.168.100.3,1883,6,662,RST,1526898998.594639,265922,0.000142,0.000142,0.0,,,0.000142,0.000142,0.000142,,,,,3,3,456,206,35211.265625,14084.506836,14084.506836,1,Reconnaissance,Service_Scan
1505798,1526876984.039889,e,udp,192.168.100.147,48983,8.8.8.8,53,2,340,CON,1526876984.184617,40057,0.144728,0.144728,0.0,,,0.144728,0.144728,0.144728,,,,,1,1,81,259,6.909513,0.0,0.0,0,Normal,Normal
9843274,1528082986.072251,e s,tcp,192.168.100.149,42485.0,192.168.100.7,80.0,7,1078,REQ,1528083032.25678,64966,46.184528,0.0,0.0,,,0.0,0.0,0.0,,,,,7,0,1078,0,0.129914,0.129914,0.0,1,DDoS/DoS,TCP
34864135,1528095721.858291,e g,tcp,192.168.100.147,6920.0,192.168.100.3,80,6,548,RST,1528095731.139638,7663,9.281347,0.115145,0.103528,,,0.230289,0.011616,0.218673,,,,,4,2,428,120,0.538715,0.323229,0.110343,1,DDoS/DoS,TCP
769554,1526899009.182634,e,tcp,192.168.100.148,55956,192.168.100.3,1880,8,794,FIN,1526899009.183202,270240,0.000568,0.000568,0.0,,,0.000568,0.000568,0.000568,,,,,4,4,522,272,12323.943359,5281.689941,5281.689941,1,Reconnaissance,Service_Scan
9048812,1528082802.528868,e s,tcp,192.168.100.150,15183.0,192.168.100.6,80.0,3,462,REQ,1528082841.049272,56990,38.520405,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.051921,0.051921,0.0,1,DDoS/DoS,TCP
94326,1526351817.784909,e,udp,192.168.100.3,9711,156.154.100.3,53,2,981,CON,1526351817.797238,3711,0.012329,0.012329,0.0,,,0.012329,0.012329,0.012329,,,,,1,1,94,887,81.109581,0.0,0.0,0,Normal,Normal
706376,1526898855.171827,e,tcp,192.168.100.148,57184,192.168.100.3,12311,2,120,RST,1526898855.223513,207061,0.051686,0.051686,0.0,,,0.051686,0.051686,0.051686,,,,,1,1,60,60,19.347599,0.0,0.0,1,Reconnaissance,Service_Scan
20207224,1528085640.021197,e,udp,192.168.100.46,80,192.168.100.5,80,3110,2984230,INT,1528085678.919319,1273,38.898121,4.851402,0.371675,,,38.811218,3.868073,4.998068,,,,,3110,0,2984230,0,79.926743,79.926743,0.0,0,Normal,Normal
34933924,1528095723.292215,e g,tcp,192.168.100.150,16417,192.168.100.3,80,6,548,RST,1528095735.07985,77452,11.787635,0.148008,0.008214,,,0.296017,0.139795,0.156222,,,,,4,2,428,120,0.424173,0.254504,0.085853,1,DDoS/DoS,TCP
779493,1526899762.460633,e,udp,192.168.100.3,50812.0,192.36.148.17,53.0,2,1290,CON,1526899762.518675,280300,0.058042,0.058042,0.0,,,0.058042,0.058042,0.058042,,,,,1,1,81,1209,17.228903,0.0,0.0,0,Normal,Normal
9383653,1528082866.143785,e s,tcp,192.168.100.149,24799.0,192.168.100.7,80.0,4,616,REQ,1528082910.937551,129670,44.793766,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.066974,0.066974,0.0,1,DDoS/DoS,TCP
9991643,1528083000.439275,e g,tcp,192.168.100.147,53054.0,192.168.100.3,80.0,6,548,RST,1528083027.378575,213335,26.939301,0.148595,0.012799,,,0.29719,0.135796,0.161394,,,,,4,2,428,120,0.185602,0.111361,0.03712,1,DDoS/DoS,TCP
1714792,1526963921.52275,e,udp,192.168.100.149,48097,192.168.217.2,53,2,172,INT,1526963924.023873,13748,2.501123,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,172,0,0.39982,0.39982,0.0,0,Normal,Normal
253585,1526880845.497669,e,tcp,192.168.100.147,59460,192.168.100.3,42873,2,120,RST,1526880845.533058,96877,0.035389,0.035389,0.0,,,0.035389,0.035389,0.035389,,,,,1,1,60,60,28.25737,0.0,0.0,1,Reconnaissance,Service_Scan
34985679,1528095724.943609,e,tcp,192.168.100.150,28042,192.168.100.3,80,1,154,REQ,1528095724.943609,129207,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS/DoS,TCP
202872,1526880842.948495,e,tcp,192.168.100.148,40850,192.168.100.3,54954,2,120,RST,1526880842.956422,46164,0.007927,0.007927,0.0,,,0.007927,0.007927,0.007927,,,,,1,1,60,60,126.151138,0.0,0.0,1,Reconnaissance,Service_Scan
34947319,1528095723.628141,e s,tcp,192.168.100.147,32036,192.168.100.3,80,3,462,REQ,1528095738.163074,90847,14.534933,2.30233,2.30233,,,4.60466,0.0,4.60466,,,,,3,0,462,0,0.1376,0.1376,0.0,1,DDoS/DoS,TCP
9063801,1528082803.470547,e s,tcp,192.168.100.149,56203.0,192.168.100.7,80.0,6,924,REQ,1528082852.506912,71979,49.036366,0.0,0.0,,,0.0,0.0,0.0,,,,,6,0,924,0,0.101965,0.101965,0.0,1,DDoS/DoS,TCP
34874654,1528095722.058871,e,tcp,192.168.100.147,12201,192.168.100.3,80,4,428,RST,1528095731.48655,18182,9.427679,0.009374,0.009374,,,0.018747,0.0,0.018747,,,,,3,1,368,60,0.318212,0.212141,0.0,1,DDoS/DoS,TCP
666054,1526898850.868386,e,tcp,192.168.100.148,57184,192.168.100.3,36319,2,120,RST,1526898850.903856,166738,0.03547,0.03547,0.0,,,0.03547,0.03547,0.03547,,,,,1,1,60,60,28.192839,0.0,0.0,1,Reconnaissance,Service_Scan
19000,1526345496.006562,e,tcp,192.168.100.147,59974.0,192.168.100.3,110.0,21,4016,RST,1526345496.399304,19609,0.392742,0.392742,0.0,,,0.392742,0.392742,0.392742,,,,,12,9,1788,2228,50.924015,28.008209,20.369606,1,Reconnaissance,Service_Scan
9052555,1528082802.749938,e s,tcp,192.168.100.150,16004.0,192.168.100.6,80.0,4,522,RST,1528082841.299912,60733,38.549973,0.010839,0.015329,,,0.032518,0.0,0.032518,,,,,3,1,462,60,0.077821,0.051881,0.0,1,DDoS/DoS,TCP
277128,1526880847.023447,e,tcp,192.168.100.150,56304,192.168.100.3,57057,2,120,RST,1526880847.064619,120420,0.041172,0.041172,0.0,,,0.041172,0.041172,0.041172,,,,,1,1,60,60,24.288351,0.0,0.0,1,Reconnaissance,Service_Scan
139202,1526356006.6512,e,tcp,192.168.100.150,1739,192.168.100.7,23,1,60,CON,1526356006.6512,14727,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,60,0,0.0,0.0,0.0,1,Reconnaissance,Service_Scan
9351948,1528082864.520487,e s,tcp,192.168.100.149,7280.0,192.168.100.7,80.0,4,616,REQ,1528082906.168224,97965,41.647736,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.072033,0.072033,0.0,1,DDoS/DoS,TCP
344071,1526880853.070246,e,tcp,192.168.100.147,59460,192.168.100.3,18273,2,120,RST,1526880853.120319,187364,0.050073,0.050073,0.0,,,0.050073,0.050073,0.050073,,,,,1,1,60,60,19.970842,0.0,0.0,1,Reconnaissance,Service_Scan
9592824,1528082925.943,e s,tcp,192.168.100.150,40536.0,192.168.100.6,80.0,4,522,RST,1528082964.698929,76677,38.755928,0.015997,0.022624,,,0.047992,0.0,0.047992,,,,,3,1,462,60,0.077408,0.051605,0.0,1,DDoS/DoS,TCP
319697,1526880850.608912,e,tcp,192.168.100.150,56304,192.168.100.3,56694,2,120,RST,1526880850.653927,162989,0.045015,0.045015,0.0,,,0.045015,0.045015,0.045015,,,,,1,1,60,60,22.214817,0.0,0.0,1,Reconnaissance,Service_Scan
848895,1526949243.101768,e,tcp,192.168.100.148,42640,192.168.100.3,20876,2,120,RST,1526949243.102625,29301,0.000857,0.000857,0.0,,,0.000857,0.000857,0.000857,,,,,1,1,60,60,1166.861084,0.0,0.0,1,Reconnaissance,Service_Scan
734111,1526898858.237409,e,tcp,192.168.100.149,40081,192.168.100.3,60336,2,120,RST,1526898858.284737,234796,0.047328,0.047328,0.0,,,0.047328,0.047328,0.047328,,,,,1,1,60,60,21.129141,0.0,0.0,1,Reconnaissance,Service_Scan
34998784,1528095725.466834,e,tcp,192.168.100.149,34653,192.168.100.3,80,1,154,REQ,1528095725.466834,142312,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS/DoS,TCP
3321391,1528081587.885913,e,udp,192.168.100.3,52203.0,205.251.194.188,53.0,2,287,CON,1528081588.12082,150656,0.234907,0.234907,0.0,,,0.234907,0.234907,0.234907,,,,,1,1,100,187,4.257004,0.0,0.0,0,Normal,Normal
34864180,1528095721.860009,e,tcp,192.168.100.148,3016.0,192.168.100.3,80,4,428,RST,1528095731.497132,7708,9.637123,0.006629,0.006629,,,0.013258,0.0,0.013258,,,,,3,1,368,60,0.311296,0.207531,0.0,1,DDoS/DoS,TCP
9320998,1528082862.738346,e s,tcp,192.168.100.149,57396.0,192.168.100.7,80.0,3,462,REQ,1528082900.966957,67015,38.228611,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.052317,0.052317,0.0,1,DDoS/DoS,TCP
34927354,1528095723.123007,e s,tcp,192.168.100.150,14461,192.168.100.3,80,2,308,REQ,1528095734.815471,70882,11.692464,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.085525,0.085525,0.0,1,DDoS/DoS,TCP
65381,1526349926.607434,e,udp,192.168.100.148,44350,192.168.100.5,22043,1,60,INT,1526349926.607434,866,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,60,0,0.0,0.0,0.0,1,Reconnaissance,Service_Scan
1701451,1526963762.571414,e,udp,192.168.100.149,46015,8.8.8.8,53,2,227,CON,1526963762.714745,259,0.143331,0.143331,0.0,,,0.143331,0.143331,0.143331,,,,,1,1,76,151,6.976858,0.0,0.0,0,Normal,Normal
588388,1526898845.02065,e,tcp,192.168.100.150,54114,192.168.100.3,11057,2,120,RST,1526898845.034038,89070,0.013388,0.013388,0.0,,,0.013388,0.013388,0.013388,,,,,1,1,60,60,74.693756,0.0,0.0,1,Reconnaissance,Service_Scan
855499,1526949243.232927,e,tcp,192.168.100.148,42640,192.168.100.3,19561,2,120,RST,1526949243.233997,35905,0.00107,0.00107,0.0,,,0.00107,0.00107,0.00107,,,,,1,1,60,60,934.579468,0.0,0.0,1,Reconnaissance,Service_Scan
9326752,1528082863.060079,e s,tcp,192.168.100.150,20318.0,192.168.100.6,80.0,5,676,REQ,1528082919.298753,72769,56.238674,0.008858,0.015342,,,0.035431,0.0,0.035431,,,,,4,1,616,60,0.071125,0.053344,0.0,1,DDoS/DoS,TCP
831033,1526949242.805385,e,tcp,192.168.100.147,47422,192.168.100.3,61634,2,120,RST,1526949242.805544,11439,0.000159,0.000159,0.0,,,0.000159,0.000159,0.000159,,,,,1,1,60,60,6289.308105,0.0,0.0,1,Reconnaissance,Service_Scan
102617,1526352730.408752,e,tcp,192.168.100.147,36106,192.168.100.6,49159,2,120,RST,1526352730.408908,12287,0.000156,0.000156,0.0,,,0.000156,0.000156,0.000156,,,,,1,1,60,60,6410.256836,0.0,0.0,1,Reconnaissance,Service_Scan
34993752,1528095725.250916,e,tcp,192.168.100.149,33308,192.168.100.3,80,1,154,REQ,1528095725.250916,137280,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS/DoS,TCP
438850,1526881811.10516,e,udp,192.168.100.148,42984,8.8.8.8,53,4,602,CON,1526881811.535477,282264,0.430317,0.364661,0.065654,,,0.729321,0.299007,0.430314,,,,,2,2,164,438,6.971604,333333.3125,7.615566,0,Normal,Normal
9350544,1528082864.435083,e s,tcp,192.168.100.149,6674.0,192.168.100.7,80.0,4,616,REQ,1528082905.977516,96561,41.542435,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,616,0,0.072215,0.072215,0.0,1,DDoS/DoS,TCP
34854916,1528103962.184512,e,tcp,192.168.100.149,55636.0,192.168.100.7,80,10,2262,RST,1528104016.676463,2523,54.491951,3e-05,5.3e-05,,,0.000122,0.0,0.000122,,,,,6,4,866,1396,0.165162,0.091757,0.090246,1,DDoS/DoS,HTTP
9983974,1528082999.570438,e,tcp,192.168.100.148,7305.0,192.168.100.5,80.0,3,368,RST,1528083020.410093,205666,20.839655,0.048889,0.048889,,,0.097777,0.0,0.097777,,,,,2,1,308,60,0.095971,0.047985,0.0,1,DDoS/DoS,TCP
140986,1526356447.035928,e,udp,192.168.100.46,3456,192.168.100.5,80,128,130157,CON,1526356450.036195,3,3.000267,3.000267,0.0,,,3.000267,3.000267,3.000267,,,,,64,64,65688,64469,42.329567,20.998131,20.998131,0,Normal,Normal
68854,1526350331.831099,e,tcp,192.168.100.149,33626,192.168.100.5,18040,2,120,RST,1526350331.835279,4539,0.00418,0.00418,0.0,,,0.00418,0.00418,0.00418,,,,,1,1,60,60,239.234436,0.0,0.0,1,Reconnaissance,Service_Scan
349875,1526880853.727005,e,tcp,192.168.100.147,59460,192.168.100.3,19586,2,120,RST,1526880853.761311,193168,0.034306,0.034306,0.0,,,0.034306,0.034306,0.034306,,,,,1,1,60,60,29.14942,0.0,0.0,1,Reconnaissance,Service_Scan
34951653,1528095723.761098,e s,tcp,192.168.100.149,21175,192.168.100.3,80,2,308,REQ,1528095734.3227,95181,10.561602,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.094683,0.094683,0.0,1,DDoS/DoS,TCP
9368958,1528082865.396058,e s,tcp,192.168.100.150,27519.0,192.168.100.6,80.0,4,522,RST,1528082901.387136,114975,35.991077,0.01493,0.021114,,,0.04479,0.0,0.04479,,,,,3,1,462,60,0.083354,0.055569,0.0,1,DDoS/DoS,TCP
463141,1526888250.403556,e,tcp,192.168.100.148,9173.0,192.168.100.3,6882.0,2,120,RST,1526888250.403629,4406,7.3e-05,7.3e-05,0.0,,,7.3e-05,7.3e-05,7.3e-05,,,,,1,1,60,60,13698.629883,0.0,0.0,1,Reconnaissance,Service_Scan
1828593,1529380854.486213,e,tcp,192.168.100.3,54877,192.168.100.149,4433,2,134,RST,1529380854.486359,290,0.000146,0.000146,0.0,,,0.000146,0.000146,0.000146,,,,,1,1,74,60,6849.314941,0.0,0.0,1,Theft,Keylogging
34996364,1528095725.367323,e s,tcp,192.168.100.147,43867,192.168.100.3,80,3,462,REQ,1528095739.08181,139892,13.714487,2.242759,2.242759,,,4.485517,0.0,4.485517,,,,,3,0,462,0,0.145831,0.145831,0.0,1,DDoS/DoS,TCP
9607208,1528082926.751835,e s,tcp,192.168.100.148,43541.0,192.168.100.5,80.0,5,770,REQ,1528082967.792741,91061,41.040905,0.0,0.0,,,0.0,0.0,0.0,,,,,5,0,770,0,0.097464,0.097464,0.0,1,DDoS/DoS,TCP
1829635,1529381618.720732,e,tcp,192.168.100.149,39894,192.168.100.3,22,33,5780,FIN,1529381625.789157,546,7.068425,2.48279,2.480851,,,4.965579,0.001939,4.96364,,,,,15,18,1964,3816,4.527175,1.980639,2.405062,1,Theft,Keylogging
9109898,1528082807.633412,e s,tcp,192.168.100.150,33703.0,192.168.100.6,80.0,4,522,RST,1528082847.01735,118076,39.432095,0.016053,0.022702,,,0.048158,0.0,0.048158,,,,,3,1,462,60,0.07608,0.050782,0.0,1,DDoS/DoS,TCP
373269,1526880856.494406,e,tcp,192.168.100.147,59460,192.168.100.3,59811,2,120,RST,1526880856.531139,216562,0.036733,0.036733,0.0,,,0.036733,0.036733,0.036733,,,,,1,1,60,60,27.223476,0.0,0.0,1,Reconnaissance,Service_Scan
9634061,1528082928.304854,e s,tcp,192.168.100.149,25286.0,192.168.100.7,80.0,4,616,REQ,1528082971.484987,117914,43.180134,1.57169,2.222706,,,4.715071,0.0,4.715071,,,,,4,0,616,0,0.069476,0.069476,0.0,1,DDoS/DoS,TCP
949277,1526949248.078372,e,tcp,192.168.100.149,41607.0,192.168.100.3,18584.0,2,120,RST,1526949248.110025,129683,0.031653,0.031653,0.0,,,0.031653,0.031653,0.031653,,,,,1,1,60,60,31.592585,0.0,0.0,1,Reconnaissance,Service_Scan
466105,1526888985.203446,e,arp,192.168.100.147,,192.168.100.1,,2,120,CON,1526888985.20354,200,9.4e-05,9.4e-05,0.0,,,9.4e-05,9.4e-05,9.4e-05,,,,,1,1,60,60,10638.297852,0.0,0.0,0,Normal,Normal
508690,1526898841.240112,e,tcp,192.168.100.147,65233.0,192.168.100.3,43097.0,2,120,RST,1526898841.240132,9372,2e-05,2e-05,0.0,,,2e-05,2e-05,2e-05,,,,,1,1,60,60,50000.0,0.0,0.0,1,Reconnaissance,Service_Scan
695097,1526898853.883609,e,tcp,192.168.100.148,57184,192.168.100.3,786,2,120,RST,1526898853.947387,195781,0.063778,0.063778,0.0,,,0.063778,0.063778,0.063778,,,,,1,1,60,60,15.679388,0.0,0.0,1,Reconnaissance,Service_Scan
34920331,1528095722.9617,e s,tcp,192.168.100.150,12564,192.168.100.3,80,2,308,REQ,1528095734.703282,63859,11.741582,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.085167,0.085167,0.0,1,DDoS/DoS,TCP
32216015,1528087079.496077,e,tcp,192.168.100.6,80,192.168.100.3,80,403,119288,CON,1528087094.470138,1020,14.974061,4.967044,0.002082,,,14.901133,4.966022,4.968604,,,,,403,0,119288,0,26.846424,26.846424,0.0,0,Normal,Normal
486844,1526897724.493483,e,udp,192.168.100.148,42740,8.8.8.8,53,2,172,CON,1526897724.500858,5165,0.007375,0.007375,0.0,,,0.007375,0.007375,0.007375,,,,,1,1,86,86,135.593216,0.0,0.0,0,Normal,Normal
9397026,1528082867.411883,e s,tcp,192.168.100.150,33839.0,192.168.100.6,80.0,4,522,RST,1528082903.525229,143043,36.113346,0.017154,0.02426,,,0.051463,0.0,0.051463,,,,,3,1,462,60,0.083072,0.055381,0.0,1,DDoS/DoS,TCP
1829958,1529283912.925518,e,arp,192.168.100.149,,192.168.100.6,,26,1560,CON,1529285075.905578,10,1162.980103,0.000121,2.7e-05,,,0.001569,8.2e-05,0.000164,,,,,13,13,780,780,0.021496,0.010318,0.010318,1,Theft,Data_Exfiltration
34893733,1528095722.466299,e s,tcp,192.168.100.150,5973,192.168.100.3,80,2,308,REQ,1528095734.375299,37261,11.909,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.08397,0.08397,0.0,1,DDoS/DoS,TCP
34860920,1528095721.818414,e,tcp,192.168.100.147,5350.0,192.168.100.3,80,4,428,RST,1528095730.697284,4448,8.87887,0.005058,0.005058,,,0.010115,0.0,0.010115,,,,,3,1,368,60,0.337881,0.225254,0.0,1,DDoS/DoS,TCP
9720834,1528082937.552098,e s,tcp,192.168.100.149,55379.0,192.168.100.7,80.0,3,462,REQ,1528082978.792985,204687,41.240887,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.048496,0.048496,0.0,1,DDoS/DoS,TCP
1810721,1526982121.636297,e,udp,192.168.100.5,5353,224.0.0.251,5353,1,87,INT,1526982121.636297,18032,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,87,0,0.0,0.0,0.0,0,Normal,Normal
773755,1526899060.99734,e,udp,192.168.100.149,54782.0,8.8.8.8,53.0,2,172,CON,1526899061.004518,274457,0.007178,0.007178,0.0,,,0.007178,0.007178,0.007178,,,,,1,1,86,86,139.314575,0.0,0.0,0,Normal,Normal
9895329,1528082989.125954,e g,tcp,192.168.100.147,24903.0,192.168.100.3,80.0,6,548,RST,1528083016.783564,117021,27.65761,0.151034,0.035985,,,0.302067,0.115048,0.187019,,,,,4,2,428,120,0.180782,0.108469,0.036156,1,DDoS/DoS,TCP
34961409,1528095724.078199,e s,tcp,192.168.100.148,30645,192.168.100.3,80,2,308,REQ,1528095734.134034,104937,10.055835,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,308,0,0.099445,0.099445,0.0,1,DDoS/DoS,TCP
783165,1526900858.463533,e,tcp,192.168.100.147,2603.0,192.168.100.3,1490.0,2,120,RST,1526900858.463614,3397,8.1e-05,8.1e-05,0.0,,,8.1e-05,8.1e-05,8.1e-05,,,,,1,1,60,60,12345.679688,0.0,0.0,1,Reconnaissance,Service_Scan
1597285,1526894983.032538,e,udp,192.168.100.149,34304,8.8.8.8,53,2,340,CON,1526894983.041408,42637,0.00887,0.00887,0.0,,,0.00887,0.00887,0.00887,,,,,1,1,81,259,112.739571,0.0,0.0,0,Normal,Normal
915138,1526949245.749243,e,tcp,192.168.100.147,47422,192.168.100.3,27114,2,120,RST,1526949245.753464,95544,0.004221,0.004221,0.0,,,0.004221,0.004221,0.004221,,,,,1,1,60,60,236.91069,0.0,0.0,1,Reconnaissance,Service_Scan
94323,1526351817.659696,e,udp,192.168.100.3,51163,199.19.57.1,53,2,947,CON,1526351817.874596,3708,0.2149,0.2149,0.0,,,0.2149,0.2149,0.2149,,,,,1,1,92,855,4.653327,0.0,0.0,0,Normal,Normal
281671,1526880847.362362,e,tcp,192.168.100.148,40850,192.168.100.3,9331,2,120,RST,1526880847.379022,124963,0.01666,0.01666,0.0,,,0.01666,0.01666,0.01666,,,,,1,1,60,60,60.024014,0.0,0.0,1,Reconnaissance,Service_Scan
179686,1526880842.237572,e,tcp,192.168.100.148,40850,192.168.100.3,62207,2,120,RST,1526880842.237868,22978,0.000296,0.000296,0.0,,,0.000296,0.000296,0.000296,,,,,1,1,60,60,3378.378174,0.0,0.0,1,Reconnaissance,Service_Scan
9120935,1528082808.490051,e s,tcp,192.168.100.148,6143.0,192.168.100.5,80.0,3,462,REQ,1528082850.133169,129113,41.64312,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.048027,0.048027,0.0,1,DDoS/DoS,TCP
9411135,1528082868.665274,e g,tcp,192.168.100.147,43530.0,192.168.100.3,80.0,9,822,RST,1528082918.565941,157152,49.900665,0.117991,0.022434,,,0.353974,0.08647,0.136874,,,,,6,3,642,180,0.160319,0.100199,0.04008,1,DDoS/DoS,TCP
236065,1526880844.47274,e,tcp,192.168.100.150,56304,192.168.100.3,50822,2,120,RST,1526880844.474006,79357,0.001266,0.001266,0.0,,,0.001266,0.001266,0.001266,,,,,1,1,60,60,789.889404,0.0,0.0,1,Reconnaissance,Service_Scan
906193,1526949245.075454,e,tcp,192.168.100.149,41607,192.168.100.3,54398,2,120,RST,1526949245.100505,86599,0.025051,0.025051,0.0,,,0.025051,0.025051,0.025051,,,,,1,1,60,60,39.918568,0.0,0.0,1,Reconnaissance,Service_Scan
34881152,1528095722.225087,e,tcp,192.168.100.147,15362,192.168.100.3,80,4,428,RST,1528095731.708981,24680,9.483894,0.017797,0.017797,,,0.035595,0.0,0.035595,,,,,3,1,368,60,0.316326,0.210884,0.0,1,DDoS/DoS,TCP
1681034,1526963085.251533,e,udp,192.168.100.7,53529,192.168.159.152,53,2,176,INT,1526963090.296575,35108,5.045042,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198214,0.198214,0.0,0,Normal,Normal
9275815,1528082860.224142,e s,tcp,192.168.100.149,34289.0,192.168.100.7,80.0,5,770,REQ,1528082913.898425,21832,53.674282,0.0,0.0,,,0.0,0.0,0.0,,,,,5,0,770,0,0.074524,0.074524,0.0,1,DDoS/DoS,TCP
1829779,1529381675.932349,e,tcp,192.168.100.3,43895,192.168.100.150,4433,2,134,RST,1529381675.932486,723,0.000137,0.000137,0.0,,,0.000137,0.000137,0.000137,,,,,1,1,74,60,7299.270508,0.0,0.0,1,Theft,Keylogging
145031,1526879716.456779,e,arp,192.168.100.4,,192.168.100.1,,2,102,CON,1526879716.456991,4047,0.000212,0.000212,0.0,,,0.000212,0.000212,0.000212,,,,,1,1,42,60,4716.980957,0.0,0.0,0,Normal,Normal
586127,1526898844.900564,e,tcp,192.168.100.147,65233,192.168.100.3,17980,2,120,RST,1526898844.912019,86809,0.011455,0.011455,0.0,,,0.011455,0.011455,0.011455,,,,,1,1,60,60,87.298119,0.0,0.0,1,Reconnaissance,Service_Scan
801436,1526907536.382638,e,tcp,192.168.100.149,10688,192.168.100.3,8158,2,120,RST,1526907536.382689,2490,5.1e-05,5.1e-05,0.0,,,5.1e-05,5.1e-05,5.1e-05,,,,,1,1,60,60,19607.84375,0.0,0.0,1,Reconnaissance,Service_Scan
9066819,1528082803.675026,e s,tcp,192.168.100.148,63998.0,192.168.100.5,80.0,4,616,REQ,1528082847.758372,74997,44.083347,1.143887,1.6177,,,3.431661,0.0,3.431661,,,,,4,0,616,0,0.068053,0.068053,0.0,1,DDoS/DoS,TCP
34965317,1528095724.194916,e s,tcp,192.168.100.147,36359,192.168.100.3,80,3,462,REQ,1528095738.470266,108845,14.27535,2.300125,2.300125,,,4.60025,0.0,4.60025,,,,,3,0,462,0,0.140102,0.140102,0.0,1,DDoS/DoS,TCP
67250857,1528100545.456044,e,tcp,192.168.100.6,80,192.168.100.3,80,405,119880,CON,1528100560.425006,242,14.968962,4.963949,0.00168,,,14.891848,4.962694,4.965404,,,,,405,0,119880,0,26.98918,26.98918,0.0,0,Normal,Normal
34844615,1528103212.870478,e,tcp,192.168.100.149,45916,192.168.100.7,80,10,2144,RST,1528103283.605132,8788,70.734657,3.5e-05,6.1e-05,,,0.000141,0.0,0.000141,,,,,6,4,748,1396,0.127236,0.070687,0.094917,1,DDoS/DoS,HTTP
9859666,1528082987.083173,e s,tcp,192.168.100.149,50434.0,192.168.100.7,80.0,7,1078,REQ,1528083033.060945,81358,45.977772,0.0,0.0,,,0.0,0.0,0.0,,,,,7,0,1078,0,0.130498,0.130498,0.0,1,DDoS/DoS,TCP
9724558,1528082937.978593,e g,tcp,192.168.100.147,24174.0,192.168.100.3,80.0,6,548,RST,1528082963.502485,208411,25.523891,0.149909,0.016722,,,0.299819,0.133188,0.166631,,,,,4,2,428,120,0.195895,0.117537,0.039179,1,DDoS/DoS,TCP
9317884,1528082862.569318,e s,tcp,192.168.100.149,55822.0,192.168.100.7,80.0,3,462,REQ,1528082900.542443,63901,37.973125,0.0,0.0,,,0.0,0.0,0.0,,,,,3,0,462,0,0.052669,0.052669,0.0,1,DDoS/DoS,TCP
